,Museum Name,Exhibition Year,Exhibition Title,Exhibition Introduction,Duration of exhibition
135,Synagogue,2021,World Press Photo 2021 and Fair Fashion,"The most iconic press photos of the past year were displayed during the NonFictionPhoto Festival 
displayed at Synagoge Groningen. The gallery featured the local photo exhibition 'Fair Fashion' 
displayed, with the subject of today's clothing industry.",2021.11-2021.12
136,Synagogue,2021,Jewish life in the border region,"SFS developed this exhibition together with the Ehemalige Jüdische Schule as part of the 
project of the same name. The exhibition opened in Leer in July 2021, after which it 
travelled on to Bunde, Weener, Winschoten den the synagogue of Bourtange. The exhibition tells the 
story of the former Jewish communities in the border region and the interrelationships between 
Jews in Ost-Friesland and Groningen. Part of the exhibition will be integrated into our 
permanent exhibition. See also the previously sent Final Report on Museum Layout.",2021.12-2022.2
137,Synagogue,2022,Material heritage,"Material heritage
As a professional museum, it is very important that we know what we keep, but also
why we keep it. This will be included in our collection plan. Our April 2022 appointee
curator has started an inventory and a description of the collection in accordance with the
applicable standards (see also: 4. Organization). We could get a new one almost every month
add an object to our collection.
Acquisitions (highlighted)
On June 30, 2022, cantor Daniël Colthof performed
Israel a concert in our synagogue. Daniel is the grandson
by Abraham Levie, who died before the Second World War
was a religious teacher and cantor of the Jewish one
Municipality of Stadskanaal. Levie was one of them after the war
the few teachers and cantors in our province and
therefore did not serve only the little one left
municipality in Stadskanaal, but also that of the city
Groningen. Levie died in 1970. His daughter was
present at her son Daniël's concert. From the
her father's estate she gave us two
rabbinate stamps of the Groningen district. This
stamps are utensils with a ritual
meaning.
Carla Havinga kept her old poetry album until her death in 2006. The album had her three
Jewish friends: the sisters Franziska (1930-1943), Marga (1927-1943) and Zitta Cohen
(1931-1943). Three girls born in Esens, East Friesland, because of the rising tide of Nazism
fled to Groningen. They wrote between 28
August and September 1, 1942 in the notebook.
The family was deported on December 24, 1942
from the Groningen Schilderswijk to Kamp
Westerbork. None of the three sisters returned
back. Carla kept the poetry album and
told the story of her friends
her daughter. Her daughter decided it
poetry album to be transferred to the Synagogue
Groningen. The donation of the poetry album is:
also shared with our partners at the August Gottschalk Haus in Esens, where the Cohen family
is also commemorated.",##
138,Synagogue,2022,View of City,"Kunst Behoud Groningen - formerly Stichting Behoud Beeldende Kunsten Groningen - celebrated its 
30th anniversary with the exhibition View of the City, Jewish stories behind the facades in Synagoge 
Groningen. This exhibition showed a selection of Groningen cityscapes that Kunst 
Preservation Groningen has collected over the three decades of its existence. Many artworks are 
feast of recognition, while other artworks show just how a location has been unrecognisably 
changed. In the exhibition, the locations portrayed were linked to stories by and about 
the Jewish Groningers who lived or worked there.

Translated with DeepL.com (free version)",2022.2-2022.5
139,Synagogue,2022,Every Name Counts,"At the initiative of local resident and photographer Robert Mulder, an installation was created consisting 
of the street plan of the Herepoort neighbourhood. On the impressive model were the houses 
placed of the Jewish residents of this neighbourhood. On the houses was the (too short) life story of 
residents could be read on the houses.",2022.5
140,Synagogue,2022,Art without Borders,"An Iranian artist in Synagogue Groningen? Yes indeed! Art is the means par excellence to 
connection and mutual understanding. This exhibition was organised in collaboration with 
La Bohème Foundation and Stichting Oude Groninger Kerken (location Akerk). The Iranian artist 
Hossein Tadi showed drew many hands during the coronalockdown. After all, we were not allowed to touch each other - anywhere in 
world - not to touch to avoid contamination, after all. His Dutch contact 
Willem Vugteveen pointed Hossein to the work of Dutch artist Edu Waskowsky (1934-
1976), the designer of the Jewish Monument on Verlengde Hereweg. Impressed by the 
monument and its extraordinary story, Hossein made seven giant hands as a tribute 
which were on display in the synagogue. From July, the large exhibition at the Akerk featured more work 
by Hossein Tadi and by fellow artists Amir Mohammadzadeh and Farhad Gavzan.
We featured the extraordinary story of Edu Waskowsky and Hossein Tadi in the two-part
podcast Art without Borders. Thanks to a successful crowdfunding campaign at Voordekunst, we could 
realise this documentary.",2022.6-2022.7
141,Synagogue,2022,Impressions of Israel by Peter Wortel ,"How do you experience Jewish culture if you are blind or visually impaired? Artist Peter Wortel from Sauwerd 
showed thirty woodcuts he made following a trip to Israel with his son Jaap 
who is blind. The woodcuts contain scenes - a visit to Yad Vashem, a meeting with 
ultraorthodox Jews, a visit to the Wailing Wall - where the interaction between father and son is 
is clarified with poems. Sometimes comical, sometimes emotional. In addition, Root showed some 
eight wall reliefs in which he expressed the rich Jewish symbolism and tradition and also told something 
of his own Jewish background. Linked to this exhibition was the 'Feel the Shul' project. 
which made the exhibition accessible to people with visual impairments.",2022.8-2022.10
142,Synagogue,2022,NonFiction Photo Festival,"The most iconic press photos of the past year were displayed during the NonFictionPhoto Festival 
displayed at Synagoge Groningen. The gallery featured the local photo exhibition 'Future Food'
displayed, covering the problems, challenges but also possible solutions in the field 
of food production. ",2022.11-2022.12
143,Synagogue,2022,Portraits of Enlightenment ,"Almost every worldview does something with light. Groningen artist Ron Glasbeek drew 
seven giant 'portraits of enlightenment', including the Jewish menorah. In this exhibition 
visitors an explanation of the different sources of light. In Judaism, there are numerous 
moments where light plays an important role. This is also explained in words and images in this 
exhibition: from personal stories surrounding the weekly Shabbat evening to the 
Eternal Light from the Groningen Youth Shul.",2022.12-2023.4
144,Synagogue,2023,Rendezvous with Jip Wijngaarden ,"Jip Wijngaarden returns to Synagogue Groningen! Jip developed a style best described as figurative expressionism. In her paintings we meet faces that have been through a lot, eyes that look at you piercingly as if they want to tell you something. They take you away and invite you into their world, where there is room for pain and comfort, fear and hope. Even if the subject matter is heavy - like the work about World War II - people experience hope
and light. The current work has become much lighter in terms of colour. There is a lot of joy in it! This exhibition is realised in cooperation with Museum Sjoel Elburg. We are raising additional funding for this exhibition.",2023.6-2023.10
145,Synagogue,2023,"Silent objects, telling stories","Following the completion of our permanent exhibition in 2021, numerous new objects have been acquired. Equipped with explanatory texts in words and images, we highlight these collection pieces. We show ordinary utensils that carry a special story. All objects have one thing in common: they are characteristic of the Jewish-Groningen identity. From a beautiful painting to a small farewell note.
For us, this temporary exhibition is a way to highlight our part in the 'Collectie Groningen'. We are raising additional funding for this exhibition.
Abraham Jozef Polak is best known as the 'pudding-polak'. He came to the city of Groningen from Wildervank in 1903. Polak's now demolished house in Wildervank (on Nijverheidsstraat) was drawn by Siem de Vries (1920-2004) in 1974. His work is associated with that of the Groninger Ploeg, although he never attempted to join them.
In addition, Synagoge Groningen provides a stage for several exhibitions facilitated by us (see also 2.2 Scope).
- Viewing Days/Art Fair Gallery Ter Borg (May and October) Sales exhibition, visitors can visit the synagogue free of charge.
- NonFiction Photo Festival 2023 (November - December)
Synagoge Groningen continues its collaboration with NonFiction Photo Foundation. During the Festival, you will see the world-famous World Press Photo Exhibition and a local exhibition around a topical theme.",2023.12-2024.4
146,Synagogue,2024,Travel to Jewish East Frisia,"“Journey to Jewish East Frisia” is a joint project of around twenty cultural institutions on the East Frisian Peninsula that are committed to the visibility of Jewish life in East Frisia. In 2013, on the occasion of the 75th anniversary of the 1938 Progrom Night in Germany, a total of seventeen institutions, including nine museums and almost all former synagogue communities, came together to form a working group.

Since then, the network, which has been able to win over more and more people and institutions over the years, has met regularly under the lead organization of the East Frisian Landscape Cultural Agency. After the National Socialists came to power, Jewish culture in East Frisia disappeared remarkably quickly from the everyday life of Jews and non-Jews, compared to the rest of Germany. The project “Journey to Jewish East Frisia” is reminiscent of the once vibrant Jewish life in the region.

This happens through the diverse commitment of the network partners. The various projects impressively show how a topic can be viewed from very different perspectives. However, everyone is particularly concerned with giving a face to the diverse Jewish life in East Frisia up to the Shoah and beyond. Because shared memory is a path to healing and thus reconciliation.",##
147,Synagogue,2024,Permanent exhibition,"Synagogue Groningen stimulates active involvement in the Jewish culture and history of the city of Groningen, the region and the border region with East Friesland. The permanent exhibition invites you to become acquainted with the stories that connect history and current events. With digital storytelling, personal stories come to life.

 

The Jewish rituals, customs and festivals form a common thread through the building. DIY objects allow you to interactively experience why Shabbat is celebrated weekly, what Passover and Hanukkah mean, and how the dietary laws of Kashrut ensure a kosher Jewish household.

​

Naturally, the special architecture and the remarkable history of the building are highlighted. In the audio tour, Bertien Minco takes you along the moments in her family history in which the synagogue in the Folkingestraat and the Jewish community in Groningen are present.

The synagogue is naturally a place of remembrance, as well as a lively place for cultural activities and an educational center about Jewish religion and customs. Of course the Jewish Community holds shul here.

​

In collaboration with the Oude Groninger Kerken Foundation, the owner of the building, the structural adjustment of the building was completed in 2021. After that, the realization of the permanent exhibition was completed, a long-standing wish of the Synagogue Groningen and the Dutch-Israelite Municipality of Groningen.

Historian and exhibition maker Willy van der Schuit worked out, designed and realized the plans together with Design collective Groningen, consisting of Studio Eye Candy, 212 Fahrenheit, Opmaat3D and JZProdo. The new interior has become part of the striking monument, the permanent exhibition a source for further exploration of the rich history of Jewish Groningen.
Naturally, the special architecture and remarkable history of the building are highlighted. In the audio tour , Bertien Minco takes you along the moments in her family history when the synagogue in the Folkingestraat or the Jewish community in Groningen was present.

​

Place of meeting

The synagogue is naturally a place of remembrance, as well as a lively place for cultural activities and an educational center about Jewish culture, religion and history. At the same time, the synagogue is also used as a 'shul' of the Jewish Community of Groningen.
About the creators of the exhibition

In collaboration with the Oude Groninger Kerken Foundation, the owner of the building, the architectural adaptation of the synagogue was completed in 2021. After that, the realization of the permanent exhibition was completed, a long-standing wish of the board of the Synagogue Groningen and the Jewish Community of Groningen.

Historian and exhibition maker Willy van der Schuit  has worked out, designed and realized the plans together with Design collective Groningen, consisting of Studio Eye Candy, 212 Fahrenheit, Opmaat3D and JZProdo. The new interior has become part of the striking monument, the permanent exhibition a source for further exploration of the rich history of Jewish Groningen.

The Folkingestraat Synagoge Foundation would like to thank the Foundation's donors and financiers who have made possible the realization of the museum layout of Synagogue Groningen. ",##
148,Synagogue,2024,"A Dutch Lawrence of Arabia?
Jacob Israël de Haan - A man of contradictions and controversies","Jacob Israël de Haan, a man with many faces and even more stories. From being the son of a Jewish cantor in Smilde (nearby Groningen) he made it to becoming a journalist, poet, writer, teacher ánd lawyer! He was the author of the first Dutch autobiographical homosex ual novel. Despite his early death (de Haan was only 42), he left a lasting impression in many circles. In 1919 he went to Palestine, where exactly one hundred years ago he was murdered because of his sharp criticism on political Zionism. This exhibition is dedicated to the man said to be, for some, a ‘Dutch Lawrence of Arabia.’

 

This exhibition intends to bring a lost and forgotten world back to life. You experience the surprising, turbulent and multi-faceted Mandate Palestine through the eyes of Jacob Israël de Haan and the lens of his contemporary Frank Scholten. The story of de Haans life is told from an artistic, historic and political perspective. Come to this exhibition and find out how De Haan was and continues to be of importance for many people!
This exhibition was set up in cooperation with the University of Groningen (Public Engagement Seed Project & the Middle Eastern Studies Program).

The permanent exhibition shares the story of almost five centuries of Jewish history in Groningen. Learn about the Jewish religion, the Torah and tradition or discover the meaning of ritual cleansing in the mikveh.

Stories about ordinary and extraordinary Jewish Groningen residents play an important role in our exhibition. Hear how Jewish Groningen residents talk about their own lives, about their family, the significance of the synagogue, but also about the Holocaust. About poverty in the 19th century, about caring for each other, but also about special people such as Aletta Jacobs and Jozef Israëls. We also present stories about Jewish Groningen industrialists such as 'the dry and wet Polak'. Did you know, for example, that orange juice was invented in Groningen by Calmer Polak? Get to know Jewish culture and history in Synagogue Groningen!",2024.6-2024.10
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
