Unnamed: 0,Museum Name,Exhibition Year,Exhibition Title,Exhibition Introduction,Duration of exhibition
75.0,Forum Storyworld,2023.0,Worlds of Rhemrev,"worlds of rhemrev
not everyone knows that edwin rhemrev from voorburg has worked on famous titles such as minions 2 rise of the gru 2022 over the moon 2020 my little pony 2020 the grinch 2018 and despicable me 3 2017 as a visual development artist he created landscapes buildings flying machines such as a rocket with bunnyears and much more ",2023.3-2023.7
76.0,Forum Storyworld,2023.0,The Legend of Zelda,"from november 4 2023 through february 25 2024 storyworld turns the spotlight on the legend of zelda the nintendo game series that has been immensely popular since the 1980s to this day millions of gamers immerse themselves in the fascinating world of the heroic swordsman link the great villain ganon and of course princess zelda in the museums spotlight room discover the story behind the zelda games and see how one japanese boys outdoor adventures transformed into one of the worlds most influential games

a true legend in the gaming world
on feb 21 1986 the legend of zelda was released in japan on nintendos famicom family computer zelda grew out of the ideas experiences and fantasies of shigeru miyamoto who is considered the spiritual father of the series almost every zelda game innovated in one way or another the first game 1986 proved that great open world games were possible and later ocarina of time 1998 became a forerunner in 3d gaming consequently many gamers consider the zelda games to be the best game series to date

zelda link ganon gorons and zoras
the zelda games revolve around the young hero link the playable character princess zelda and ganondorf the king of the gerudo and a piglike monster with link the player explores the world solves puzzles in large dungeons and collects more and more equipment to eventually save the princess and defeat ganon most of the games in the series are set in and around the kingdom of hyrule a fantasy world inspired by the western european middle ages hyrule is filled with elflike hylians gorons rolling around in the mountains and zoras water creatures swimming through the lakes

storyworld spotlight the legend of zelda
in the spotlight exhibit discover more about the origins and development of the game from the legend of zelda 1986 to the recent tears of the kingdom 2023 you can also admire artwork from the series over the past three decades from images from the first pixelated volumes to wallsized illustrations created for most recent games you will also see interviews with the creators and replicas of weapons and other items from the games to complement the exhibition public activities include a zelda sword 3d printing workshop and a lecture by willem hilhorst of beeld  geluid on the special link between zelda and the netherlands

storyworld can be found on the sixth floor of forum groningen a ticket to storyworld gives free admission to the miniexhibition in the spotlight area",2023.11-2024.2
77.0,Forum Storyworld,2024.0,50 Years of Franka,"franka is one of the most popular dutch comics she also enjoys great international acclaim her stories have now been translated into french german spanish danish swedish norwegian galician catalan and chinese this year marks the 50th anniversary of the redhaired and enterprising protagonists first adventure to celebrate from march 2 through june 30 2024 the spotlight room at museum storyworld will be dedicated to this iconic comic book hero

storyworld spotlight 50 years of franka
the spotlight exhibition shows how this iconic dutch comic has evolved over the years in addition to hand inked comic pages and pencil sketches by henk kuijpers you will see how this creator goes about his work for franka he does extensive research and often personally visits the locations in the stories to take pictures and drawings as a visitor to the exhibition you can also work on making yourself aware of this process

from supporting role to leading role 
in 1974 henk kuipers haarlem 1946 made a short comic strip for the then immensely popular comic magazine pep men play the leading roles in the strip but somewhere in a corner of the first page a special script girl is depicted a girl who sees to it that the film script is followed precisely the editors of pep are enthusiastic and kuijpers is hired to produce short stories and illustrations soon franka gets the lead role and grows into the first independent female comic book hero of dutch soil franka is smart savvy selfaware independent and headstrong eventually the scriptgirl earns her own business together as an art detective and travels the world

storyworld spotlight 50 years of franka can be visited from march 2 through june 30 2024 at comic book animation and game museum storyworld in forum groningen",2024.3-2024.6
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
