Unnamed: 0,Museum Name,Exhibition Year,Exhibition Title,Exhibition Introduction,Duration of exhibition
92.0,Noorderlicht,2020.0,"Linde Ex, Aebele Trijsburg
What if | the future of the northern landscape","since tuesday march 9th we started to welcome visitors again according to the guidelines of the government and rivm if you want to visit the exhibition you must purchase an online free ticket at least four hours prior to your visit we can allow two visitors per half hour wearing a mouth mask is mandatory as is the 15 meter distance rule

at the beginning of this year sign and noorderlicht launched the research project ‘what if’ out of a shared interest in the development of the northern landscape artists linde ex and aebele trijsburg have spent the past few months dealing with the question what will the future northern landscape look like initially they started the research process together along the way linde and aebele veered into two independent directions the results of which are presented together
linde ex assumes a future scenario in which the dikes disappear and people start living with the tides she is particularly interested in shifting the perspective what if we take the measure of benthic life – small creatures living on the seabed – as just as selfevident as the human measure for example linde made scale models of a radial mound – based on historical research – and placed them on the tide line in four locations along the coast of friesland and groningen once there seabed life silt and seawater influence the models whereby the design of the landscape is magnified by the sea the observations of the models influenced by the mud flats form the starting point for the creation of a futuristic scenario and new work for the final presentation

aebele trijsburg focuses on the human factor in the formation of the landscape according to him the fight against water is illustrative for the myths that the netherlands was created by us that we control the water and that without our interventions the country would be halfdrowned aebele believes that this image needs to be reformed the cause of rising sea levels lies primarily with human beings themselves who have turned the land into a kind of bathtub by way of cultivation in order to invest in smart solutions in the long term we need to change our thinking for example by allowing the netherlands’ soil to grow with the water level and by strengthening natural barriers with his work for ‘what if’ aebele hopes to make people aware of the need for this cultural change

linde ex
linde ex nijmegen 1983 is interested in the traces of nonhuman worlds that are often ignored or overlooked she works from a broad research perspective and enjoys collaborating with artists from other disciplines as well as scientists which encourages her to look at things from different angles this way she produced videos installations drawings and books material research is also an important way of approaching a subject in her work linde ex graduated from the frank mohr institute in groningen in 2018 with the master’s degree madtech

aebele trijsburg
in the view of aebele trijsburg barchem 1991 a constant search for meaning is an essential ingredient for understanding ideas such as truth and goodness this process produces work that is both narrative and strange at the same time the narrative character encourages interpretation the surrealistic side blocks the route to clarity aebele trijsburg creates paintings objects sculptures and photographs he graduated from the minerva art academy in groningen in 2013

artist in space
this project takes place within the scope of artist in space the talent development programme of the noordenaars a platform for presentation institutions and art initiatives in the northern netherlands",2020.10-2021.4
93.0,Noorderlicht,2020.0,"GIMME SHELTER
The Stones in pictures","from 14 november to 11 april noorderlicht and the stichting oude groninger kerken present a large exhibition on the rolling stones in the der aakerk ‘gimme shelter’ shows work by photographers as well as documentaries television material and much more the exhibition runs parallel to ‘unzipped’ in the groninger museum and offers a different view of the legendary band by presenting a lot of early photography and partly approaching the stones from a dutchgroningen perspective
photography
bent rej denmark 19402016 was part of the rolling stones entourage during the satisfaction tour from march 1965 to may 1966 he became a confidant and friend of the band who gave him carte blanche former stones bassist bill wyman calls rej’s work “the finest single collection of stones photographs i’ve ever seen” from the same time the infamous stones concert in the kurhaus in the hague which got completely out of hand rob bosboom netherlands 19402017 accompanied the rolling stones that day he was one of the country’s first real pop photographers during the seventies gijsbert hanekroot netherlands 1945 was the lead photographer of the music magazine oor in this period his beautiful stones archive arose of which a selection will be shown during ‘gimme shelter’ hanekroot captures their huge presence on stage as well as intimate moments behind the scenes claude vanheye netherlands 1948 was the youngest and most successful dutch photographer in the 1970s and a leading figure in the international pop scene all the world stars appeared in front of his lens in his stoneswork he shows the persons behind the music in shoots done backstage and in the studio

film
groningen local nick landman messaged all his friends asking where were you on 2nd june 1999 most of them still knew in the stadspark at the rolling stones concert landman made a documentary about it trailer we also show unknown fragments from the archives of the netherlands institute for sound and vision boudewijn büch’s interview with mick jagger from 1997 the documentary ‘i am a rolling stone’ roeland dijksterhuis 2020 and a reconstruction of the kurhaus concert for the andere tijden tv show

film screenings gimme sheltercinema
1025 1228  1431 hrs büch meets jagger 1987
1106 1310  1513 hrs nick landman – waar was jij op 2 juni 1999 2020
1135 1338  1542 hrs roeland dijksterhuis – i am a rolling stone 2020
1200 1403  1607 hrs andere tijden – jongens waren het the stones in het kurhaus 2011

collections
the neighboring noorderlicht studio next to the church shows a fine selection from the stonescollections of jelle tadema and nick landman

shop
finally we present a small stonesmarket in de city centralshop next to the entrance of the church

design
the design of the exhibition is in the hands of studio 212 fahrenheit",2020.11-2021.4
94.0,Noorderlicht,2021.0,"Sarah Carlier
MUDDY PINK DINOSAUR, part 1: residency","when public life first came to a standstill due to the corona pandemic sarah carlier 1981 saw numerous creative initiatives spring up “for the first time i saw joseph beuys’ claim that everyone is essentially an artist actually become reality” she says she christened her regular walking route through the haagse bos the hague organic open air folk museum hoovm and observed the emergence and transformation of various sculptures made of branches moss and bark as soon as the measures were relaxed the playful persons also disappeared however in carlier something had awakened

muddy pink dinosaur
in groningen carlier will investigate how she can preserve the playfulness of the unintentional art she found in the forest within her own work and pass it on to others the project’s title is an ode to the african american folk artist mose tolliver a great source of inspiration to carlier she first became familiar with his work whilst travelling through the united states and was attracted by its sincerity and rough colourful and humorous imagery folk artists such as tolliver have taught carlier to utilise her intuition again which she says had become sidelined over the years through her professionalization as a visual artist this playful unforced manner of making which every person carries within them forms the guiding principle for carlier’s residency at noorderlicht

meet sarah
in the studio where a retrospective exhibition of her oeuvre is also on view carlier talks with visitors students and pupils about what art can mean and when she is not working in the studio she visits groningen initiatives and private museums or has conversations in the street always in search of artistic creations by residents and local companies a song poem painting photo installation knitting or dance – carlier is interested in everything that comes from an intrinsic need to create the entire research the conversations and the local art creations found by the people of groningen will lead to new works by the artist himself in the course of carlier’s stay all elements are woven into a playful hybrid web that is constantly growing and changing ‘muddy pink dinosaur’ is an investigation into the role of play creativity and art in everyday life",##
95.0,Noorderlicht,2021.0,Noorderlicht Bloom Unhinged,"last year we started the noorderlicht youngproject aiming to connect to a group of passionate and
creative young people engaged in lensbased media noorderlicht asked one of the participants of 2020 alex murphy to bring the project to the next level as a curator he gathered an international and eclectic group of artists and designers for the 2021 edition who call themselves noorderlicht bloom during the noorderlicht festival they present the project‘unhinged at various locations in the centre of groningen

in the exhibition the group members reflect on how their perception of reality has changed since the start of the pandemic physical doors have been closed for them but on the flip side mental doors have been opened as a result using this framework noorderlicht bloom presents ‘unhinged a multimedia exhibition consisting of 11
doorways behind each of these eleven doors the public can indulge in different perceptions of reality click the picture for a pdf with the map",2021.8-2021.9
96.0,Noorderlicht,2021.0,Sea pumping Station Ropta,"ropta dates from 1972 and distinguishes itself in the
landscape by its striking steelblue colour this pumping station can discharge 460 cubic meters per minute of water from the polder into the sea usually if you stand here for a while you can just hear the pumping station kick in which switches on automatically if necessary during the
noorderlicht exhibition however the drainage is done manually the automation is perfect for the function of safety and water management but it also has a major
drawback just like dikes and locks pumping stations are a major obstacle for migratory fish because they must be able to migrate between fresh and salt water to survive
that is why in 2001ropta was equipped with a fish passage in the spring and autumn it is therefore very busy in the fishing area migratory fish such as smelt threespined stickleback and eel make use of the fish migration system in that period during the noorderlicht festival you can see photographic work by the american artist lisa di donato",2021.9-2021.10
97.0,Noorderlicht,2021.0,Pumping Station de Heining,pumping station de heining remarkably enough built ín the dike is part of the water management of friesland the pumping station comes into operation when the water level in the frisian bosom the interconnected system of canals and lakes is too high the augers can then pump 250 cubic meters of water per minute to the sea and thus form a useful addition to the ijsselmeer pumping stations de heiningcommissioned in 2018 by wetterskip fryslan is part of a larger plan of a new way of thinking about water management an internal ‘climate change you could say moving more along with nature and the water instead of fighting against it that is quite exciting because we have built dikes for a thousand years to protect ourselves against the violence of the sea this pumping station is the ideal environment for the meditative underwater world of artist and filmmaker ewa doroszenko,2021.9-2021.10
98.0,Noorderlicht,2021.0,Theatre Church Nes,"in 2018 de hoekstien in nes the reformed church from1925 was completely converted into a theatre church
concerts lectures theatre plays conferences and debates take place here as well as funeral services and weddings the church has already hosted the international photo exhibition ‘nachtwacht360 and the lds de beer lecture with wellknown speakers such as geert mak and mart de kruijf under the leadership of programmer and director anke bijlsma  known as an actress and presenter  theatre church nes operates sustainably and without a profit motive in 2017 anke won the culture prize of noardeastfryslan for her efforts in the field of art and culture in the region the wadopera ‘peter grimes by benjamin britten proved that the rough primordial
landscape of the wadden sea invites to devise and realize special openair events during the noorderlicht festival you can see work in the church by german photographer aristidis schnelzer with a series about the increasingly
futuristic medical technology in addition the belgian artist frederik heyman shows a video work about the tense relationship between man and technology",2021.9-2021.10
99.0,Noorderlicht,2021.0,Museumchurch Eben-Haezer,"in the beautiful frisian fishing village of wierum the museum church ebenhaezer has been located since
2003the former reformed church was purchased in 2002 by jacob and janny bijlsma from franeker and
subsequently restored with the aim of preserving the historic building for the environment in the exhibition space the outbuildings and a beautifully sheltered inner garden a wide audience can enjoy the art collection collected by jacob and janny and exhibitions by
contemporary artists the permanent collection contains the lifes work of painter jo rispens from nes the museum church is also available for lectures workshops
performances and theatre and music performances during the noorderlicht festival you can see photography and video by the dutch artist andrea stultiens who researches the photographic legacy of dr paul julien19012001who worked in africa between 1932 and 1962 in addition photography by americanfilipino artist latipa and vietnamese artist and writer vief lê will be on display
together they work with an archive of national geographic magazines to unravel the visual legacy of imperialism",2021.9-2021.10
100.0,Noorderlicht,2021.0,Live Fotosalon with Awoiska van der Molen & Bart Lunenburg,on thursday 9 september we will broadcast a livestream from the old camera cinema in groningen with awoiska van der molen and bart lunenburg with their beautiful work as a background the artists talk about their exhibition which can be seen in until 3 october as part of the noorderlicht festival in ‘unearth’ the almost archaeological art of bart lunenburg meets the earthly photography of awoiska van der molen awoiska van der molen will present at the venue bart lunenburg joins her and us via an online connection,2021.9
101.0,Noorderlicht,2021.0,Exploring alternative relities through AR and digital technologies,"the program will have room for 100 live visitors but also will be broadcasted online and streamed to kinepolis 8 a cinema at the other end of utrecht
where the rest of the program takes place ticket sales via filmfestivalnl more info on this event here
on monday september 27the netherlands film festival in collaboration with noorderlicht is
organizing an online panel from stadsschouwburg utrecht about the increasing use of ar filters and other digital technologies and their influence on our identity and selfimage curators daniela tenenbaum niv fux will discuss this with three prominent artists who explore the use of ar filters and digital
technologies to challenge our boundaries of being ines alpha andy picci and marcela baltaretethe artists present their work and share their insights in a discussion with the public
“when you look at yourself in the mirror does your image exist is that you or someone else do you exist only as yourself or quite the opposite do you have more than one existence”
these questions posed by jeanluc godard in 1977 seem today more relevant than ever they render some of the longdebated intricacies that lie in the gap between image and representation what is real and what is not and in particular the relationship between the selfimage and the way our image is perceived by others today these issues are becoming further entangled through the ubiquitous presence of the digital image and the growing use of ar filters on social media
as our dependency on digital interactions increases and our physical identity becomes almost overshadowed by the virtual one we recognise great importance in critically looking at the societal
cultural and political implications arising from our reshaping digital selfimage
the wide use of ar filters snapchat lenses and 3d modeling prompt an array of questions on selfrepresentation visual culture and current and future realities  what kind of new opportunities are introduced by these technologies and what are the socalled risks how would the way we perceive ourselves and others be transformed through this and how would these technologies alter the future image",2021.9
102.0,Noorderlicht,2021.0,"Sarah Carlier
MUDDY PINK DINOSAUR, part 2: exhibition","until sunday 13 march extended flemish artist sarah carlier 1981 exhibits in noorderlicht studio with the exhibition ‘muddy pink dinosaur’  in her photographs and video installations she explores the role of art in everyday life what makes something art and what does society gain from it
in the spring of 2021 carlier was the first artist in residence in the noorderlicht studio using it as a base she turned the city into her studio collecting objects and stories making interventions in the public space approaching groningers who are creatively active themselves and asking them to lend her their work carlier’s criterion was that these works of art were ‘made from an intrinsic need to create and not from a desire to be an artist’

this flexible attitude inherent in creativity – breaking free from one’s own conceptions being able to see everyday things in a new light – is precisely what carlier’s artistic practice is about all her ‘studies’ art finds and new work inspired by this will be brought together in a playful mix in ‘muddy pink dinosaur’ carlier challenges the viewer to look differently at their immediate surroundings at the world and at art",2021.11-2022.3
103.0,Noorderlicht,2022.0,"Robin Alysha Clemens
Performing Adulthood","what does growing up mean for generation z and how do young people portray themselves performing adulthood is a photography and video project by robin alysha clemens about young people between the ages of 16 and 24 they are in a stage that revolves around forming their own identity and dealing with more responsibilities and independence part of the commission cycle imagining science a collaboration with the state university of groningen in which different research fields serve as inspiration for an autonomous art project robin alysha clemens is the fourth photographer that was given such a commission
performing adulthood is about looking and being seen about hiding and revealing about presenting yourself and how this sometimes fails 

this project provides a glimpse into the world of generation z it prompts us to think about the selfimage of young people for whom the presence of cameras has become a matter of course performing adulthood shows the abrasive inquisitive and sometimes uncomfortable moments that shape our perception of adulthood representation and identity

in performing adulthood robin alysha clemens reverses the roles of photographer and model she invited young people to portray themselves in the studio and then allowed the modelphotographers to select and curate their own photos the project however not only shows the end product of this ‘performance’ but also the process that precedes it the visitor of the exhibition therefore also becomes an observer of the moments that are not posed moments when the performance fails and a photograph ends up in the trash can

in addition to these selfportraits there are six scenes in which different groups of friends talk to each other about subjects such as online dating friendship death climate change loneliness careers housing shortage and social media by observing these interactions an intimate image is created of how these young people present themselves not just to a spectator in a gallery or a photographer with a camera but particularly to each other

in a world where visual representations are more important than ever performing adulthood poses the question what do we show and what would we rather keep hidden how do others see us and how much control do we actually have over it

this project arose from a collaboration with the university of groningen and noorderlicht in the series ‘imagining science’ a photographer is commissioned each year to depict a field of scientific research in relation to a noorderlicht theme this edition’s theme was generation z ",2022.3-2022.5
104.0,Noorderlicht,2022.0,"Baukje Venema
Out of the Bog","‘out of the bog’ is baukje venema’s photographic collaboration with noorderlicht and the daily newspaper dagblad van het noorden it follows a slow journalism project about poverty in the ‘veenkolonial’ areas where historically peet was dug from the ground about the causes of poverty as often transferred from generation to generation the project features portraits of current residents collages that are based on images from historical archives and texts from the journalistic project
when you are seemingly stuck on paths that have been trodden for generations how do you set out on a new path

the former peat colonies of groningen and drenthe were originally boglands where pioneers cut peat waterways brought wealth and agriculture and industry reinforced each other until the modern age turned its back nowadays the area is associated with deprivation at the same time residents are proud of their region and fed up with its image

how does change come about when your region’s history and image are tied to sod huts and peat labourers when its story and ensuing consequences are woven into the fabric of your family

that is the key question for photographer baukje venema within this exhibition it also provided the starting point for the samenamed journalistic project by maaike borst dagblad van het noorden which tells the stories of the five families shown here from the peat colonies venema drew inspiration from this and created a series of photographs and videos corresponding to the timelines of the written project

old archive images stories and paintings from the region form the basis of this visual investigation into change and transformation over time venema opted for experimental series in which she works with photographs video and paint by abstracting blurring or inverting images the viewer experiences new perspectives

she photographed the current residents using a nineteenthcentury glass plate camera they seem to look back on an eventful past simultaneously they form new benchmarks on an infinite timeline where do you come from where are you where are you going

out of the bog is a collaboration between the noorderlicht photography foundation and dagblad van het noorden

photography baukje venema design and project management wim melis head curator noorderlicht text maaike borst project coordination journalistic project esther van de meer podcast jeroen kelderman production ike de zeeuw hanne van der velde  the team of noorderlicht text panel design bloei media with photography by siese veenstra initiative kees van der meiden director noorderlicht erik wijnholds former editorinchief dagblad van het noorden with thanks to the families van der laan aardema snippe loots and zwinderman

to read the stories of the five families as well as more background information please visit wwwuithetmoerasnl dutch only

the painting in the exhibition is a reproduction of veenderij in volle werking by jacob sibrandi mancadan c 1650 oil on canvas groninger museum collection photo marten de leeuw

the photography project is made possible by bpd cultuurfonds stichting jb scholtenfonds stichting stokroos beringer hazewinkel fonds mondriaan fund the journalistic project is made possible by fonds bijzondere journalistieke projecten and the media fund of the province of groningen",2022.4-2022.7
