,Museum Name,Exhibition Year,Exhibition Title,Exhibition Introduction,Duration of exhibition
92,Noorderlicht,2020,"Linde Ex, Aebele Trijsburg
What if | the future of the northern landscape","Since Tuesday, March 9th, we started to welcome visitors again, according to the guidelines of the government and RIVM. If you want to visit the exhibition, you must purchase an online (free) ticket at least four hours prior to your visit. We can allow two visitors per half hour, wearing a mouth mask is mandatory, as is the 1.5 meter distance rule.

At the beginning of this year, SIGN and Noorderlicht launched the research project ‘What If’ out of a shared interest in the development of the northern landscape. Artists Linde Ex and Aebele Trijsburg have spent the past few months dealing with the question: what will the future northern landscape look like? Initially they started the research process together. Along the way, Linde and Aebele veered into two independent directions, the results of which are presented together.
Linde Ex assumes a future scenario in which the dikes disappear, and people start living with the tides. She is particularly interested in shifting the perspective: what if we take the measure of benthic life – small creatures living on the seabed – as just as self-evident as the human measure? For example, Linde made scale models of a radial mound – based on historical research – and placed them on the tide line in four locations along the coast of Friesland and Groningen. Once there, seabed life, silt and seawater influence the models, whereby the design of the landscape is magnified by the sea. The observations of the models, influenced by the mud flats, form the starting point for the creation of a futuristic scenario and new work for the final presentation.

Aebele Trijsburg focuses on the human factor in the formation of the landscape. According to him, the fight against water is illustrative for the myths that the Netherlands was created by us, that we control the water and that, without our interventions, the country would be half-drowned. Aebele believes that this image needs to be reformed. The cause of rising sea levels lies primarily with human beings themselves, who have turned the land into a kind of bathtub by way of cultivation. In order to invest in smart solutions in the long term, we need to change our thinking, for example by allowing the Netherlands’ soil to grow with the water level and by strengthening natural barriers. With his work for ‘What If’, Aebele hopes to make people aware of the need for this cultural change.

Linde Ex
Linde Ex (Nijmegen, 1983) is interested in the traces of non-human worlds that are often ignored or overlooked. She works from a broad research perspective and enjoys collaborating with artists from other disciplines as well as scientists, which encourages her to look at things from different angles. This way, she produced videos, installations, drawings and books. Material research is also an important way of approaching a subject in her work. Linde Ex graduated from the Frank Mohr Institute in Groningen in 2018, with the master’s degree MADtech.

Aebele Trijsburg
In the view of Aebele Trijsburg (Barchem, 1991), a constant search for meaning is an essential ingredient for understanding ideas such as truth and goodness. This process produces work that is both narrative and strange at the same time. The narrative character encourages interpretation, the surrealistic side blocks the route to clarity. Aebele Trijsburg creates paintings, objects, sculptures and photographs. He graduated from the Minerva Art Academy in Groningen in 2013.

Artist in Space
This project takes place within the scope of Artist in Space, the talent development programme of the Noordenaars (a platform for presentation institutions and art initiatives in the Northern Netherlands).",2020.10-2021.4
93,Noorderlicht,2020,"GIMME SHELTER
The Stones in pictures","From 14 November to 11 April, Noorderlicht and the Stichting Oude Groninger Kerken present a large exhibition on The Rolling Stones in the Der Aa-kerk. ‘GIMME SHELTER’ shows work by photographers as well as documentaries, television material and much more. The exhibition runs parallel to ‘Unzipped’ in the Groninger Museum and offers a different view of the legendary band, by presenting a lot of early photography and partly approaching The Stones from a Dutch-Groningen perspective.
PHOTOGRAPHY
Bent Rej (Denmark, 1940-2016), was part of The Rolling Stones entourage during the Satisfaction tour from March 1965 to May 1966. He became a confidant and friend of the band, who gave him carte blanche. Former Stones bassist Bill Wyman calls Rej’s work “the finest single collection of Stones photographs I’ve ever seen”. From the same time: the infamous Stones concert in the Kurhaus in The Hague, which got completely out of hand. Rob Bosboom (Netherlands, 1940-2017) accompanied The Rolling Stones that day. He was one of the country’s first real pop photographers. During the seventies Gijsbert Hanekroot (Netherlands, 1945) was the lead photographer of the music magazine OOR. In this period his beautiful Stones archive arose, of which a selection will be shown during ‘GIMME SHELTER’. Hanekroot captures their huge presence on stage as well as intimate moments behind the scenes. Claude Vanheye (Netherlands, 1948) was the youngest and most successful Dutch photographer in the 1970s and a leading figure in the international pop scene. All the world stars appeared in front of his lens. In his Stones-work he shows the persons behind the music in shoots done backstage and in the studio.

FILM
Groningen local Nick Landman messaged all his friends asking: Where were you on 2nd June 1999? Most of them still knew: in the Stadspark at The Rolling Stones concert. Landman made a documentary about it (trailer). We also show unknown fragments from the archives of the Netherlands Institute for Sound and Vision, Boudewijn Büch’s interview with Mick Jagger from 1997, the documentary ‘I Am a Rolling Stone’ (Roeland Dijksterhuis, 2020) and a reconstruction of the Kurhaus concert for the Andere Tijden TV show.

Film screenings GIMME SHELTER-cinema
10:25, 12:28 & 14:31 hrs: Büch Meets Jagger (1987)
11:06, 13:10 & 15:13 hrs: Nick Landman – Waar was jij op 2 juni 1999 (2020)
11:35, 13:38 & 15:42 hrs: Roeland Dijksterhuis – I Am a Rolling Stone (2020)
12:00, 14:03 & 16:07 hrs: Andere Tijden – Jongens waren het, The Stones in het Kurhaus (2011)

COLLECTIONS
The neighboring Noorderlicht Studio, next to the church, shows a fine selection from the Stones-collections of Jelle Tadema and Nick Landman.

SHOP
Finally, we present a small Stones-market in de City Central-shop, next to the entrance of the church.

DESIGN
The design of the exhibition is in the hands of Studio 212 Fahrenheit.",2020.11-2021.4
94,Noorderlicht,2021,"Sarah Carlier
MUDDY PINK DINOSAUR, part 1: residency","When public life first came to a standstill due to the corona pandemic, Sarah Carlier (1981) saw numerous creative initiatives spring up. “For the first time, I saw Joseph Beuys’ claim that everyone is essentially an artist actually become reality,” she says. She christened her regular walking route through the Haagse Bos, The Hague Organic Open Air Folk Museum (HOOVM) and observed the emergence and transformation of various sculptures made of branches, moss and bark. As soon as the measures were relaxed, the playful persons also disappeared. However, in Carlier, something had awakened.

MUDDY PINK DINOSAUR
In Groningen, Carlier will investigate how she can preserve the playfulness of the unintentional art she found in the forest within her own work and pass it on to others. The project’s title is an ode to the African American folk artist Mose Tolliver, a great source of inspiration to Carlier. She first became familiar with his work whilst travelling through the United States, and was attracted by its sincerity and rough, colourful and humorous imagery. Folk artists such as Tolliver have taught Carlier to utilise her intuition again, which, she says, had become side-lined over the years through her professionalization as a visual artist. This playful, unforced manner of making, which every person carries within them, forms the guiding principle for Carlier’s residency at Noorderlicht.

Meet Sarah!
In the studio, where a retrospective exhibition of her oeuvre is also on view, Carlier talks with visitors, students and pupils about what art can mean. And when she is not working in the studio, she visits Groningen initiatives and private museums or has conversations in the street, always in search of artistic creations by residents and local companies. A song, poem, painting, photo, installation, knitting or dance – Carlier is interested in everything that comes from an intrinsic need to create. The entire research, the conversations and the local art creations found by the people of Groningen will lead to new works by the artist himself. In the course of Carlier’s stay, all elements are woven into a playful, hybrid web that is constantly growing and changing. ‘MUDDY PINK DINOSAUR’ is an investigation into the role of play, creativity and art in everyday life.",##
95,Noorderlicht,2021,Noorderlicht Bloom Unhinged,"Last year, we started the Noorderlicht Young-project, aiming to connect to a group of passionate and
creative young people, engaged in lens-based media. Noorderlicht asked one of the participants of 2020, Alex Murphy, to bring the project to the next level. As a curator, he gathered an international and eclectic group of artists and designers for the 2021 edition, who call themselves Noorderlicht BLOOM. During the Noorderlicht Festival they present the project‘Unhinged' at various locations in the centre of Groningen.

In the exhibition, the group members reflect on how their perception of reality has changed since the start of the pandemic. Physical doors have been closed for them, but on the flip side, mental doors have been opened as a result. Using this framework, Noorderlicht BLOOM presents ‘Unhinged', a multimedia exhibition consisting of 11
Doorways. Behind each of these eleven doors, the public can indulge in different perceptions of reality. (Click the picture for a pdf with the map.)",2021.8-2021.9
96,Noorderlicht,2021,Sea pumping Station Ropta,"Ropta dates from 1972 and distinguishes itself in the
landscape by its striking steel-blue colour. This pumping station can discharge 460 cubic meters per minute of water from the polder into the sea. Usually if you stand here for a while, you can just hear the pumping station kick in, which switches on automatically if necessary. During the
Noorderlicht exhibition, however, the drainage is done manually. The automation is perfect for the function of safety and water management, but it also has a major
drawback. Just like dikes and locks, pumping stations are a major obstacle for migratory fish, because they must be able to migrate between fresh and salt water to survive.
That is why in 2001Ropta was equipped with a fish passage. In the spring and autumn, it is therefore very busy in the fishing area. Migratory fish such as smelt, three-spined stickleback and eel make use of the fish migration system in that period. During the Noorderlicht Festival you can see photographic work by the American artist Lisa di Donato.",2021.9-2021.10
97,Noorderlicht,2021,Pumping Station de Heining,"Pumping station de Heining, remarkably enough built ín the dike, is part of the water management of Friesland. The pumping station comes into operation when the water level in the Frisian bosom, the interconnected system of canals and lakes, is too high. The augers can then pump 250 cubic meters of water per minute to the sea and thus form a useful addition to the IJsselmeer pumping stations. De Heining,commissioned in 2018 by Wetterskip Fryslan, is part of a larger plan, of a new way of thinking about water management, an internal ‘climate change' you could say. Moving more along with nature and the water instead of fighting against it. That is quite exciting, because we have built dikes for a thousand years to protect ourselves against the violence of the sea. This pumping station is the ideal environment for the meditative underwater world of artist and filmmaker Ewa Doroszenko.",2021.9-2021.10
98,Noorderlicht,2021,Theatre Church Nes,"In 2018, De Hoekstien in Nes, the Reformed church from1925, was completely converted into a theatre church.
Concerts, lectures, theatre plays, conferences and debates take place here, as well as funeral services and weddings. The church has already hosted the international photo exhibition ‘Nachtwacht360' and the lds de Beer lecture, with well-known speakers such as Geert Mak and Mart de Kruijf. Under the leadership of programmer and director Anke Bijlsma - known as an actress and presenter - Theatre church Nes operates sustainably and without a profit motive. In 2017 Anke won the Culture Prize of Noardeast-Fryslan for her efforts in the field of art and culture in the region. The Wadopera ‘Peter Grimes' by Benjamin Britten proved that the rough, primordial
landscape of the Wadden Sea invites to devise and realize special open-air events. During the Noorderlicht Festival, you can see work in the church by German photographer Aristidis Schnelzer, with a series about the increasingly
futuristic medical technology. In addition, the Belgian artist Frederik Heyman shows a video work about the tense relationship between man and technology.",2021.9-2021.10
99,Noorderlicht,2021,Museumchurch Eben-Haezer,"In the beautiful Frisian fishing village of Wierum, the Museum Church Eben-Haezer has been located since
2003.The former Reformed church was purchased in 2002 by Jacob and Janny Bijlsma from Franeker and
subsequently restored, with the aim of preserving the historic building for the environment. In the exhibition space, the outbuildings and a beautifully sheltered inner garden, a wide audience can enjoy the art collection collected by Jacob and Janny and exhibitions by
contemporary artists. The permanent collection contains the life's work of painter Jo Rispens from Nes. The Museum Church is also available for lectures, workshops,
performances and theatre and music performances. During the Noorderlicht Festival you can see photography and video by the Dutch artist Andrea Stultiens, who researches the photographic legacy of Dr. Paul Julien(1901-2001),who worked in Africa between 1932 and 1962. In addition, photography by American-Filipino artist Latipa and Vietnamese artist and writer Vief Lê will be on display.
Together they work with an archive of National Geographic magazines to unravel the visual legacy of imperialism.",2021.9-2021.10
100,Noorderlicht,2021,Live Fotosalon with Awoiska van der Molen & Bart Lunenburg,"On Thursday 9 September we will broadcast a livestream from the Old Camera cinema in Groningen with Awoiska van der Molen and Bart Lunenburg. With their beautiful work as a background, the artists talk about their exhibition, which can be seen in until 3 October as part of the Noorderlicht Festival. In ‘(Un)earth’, the almost archaeological art of Bart Lunenburg, meets the earthly photography of Awoiska van der Molen. Awoiska van der Molen will present at the venue, Bart Lunenburg joins her and us via an online connection.",2021.9
101,Noorderlicht,2021,Exploring alternative relities through AR and digital technologies,"The program will have room for 100 live visitors, but also will be broadcasted online and streamed to Kinepolis 8, a cinema at the other end of Utrecht,
where the rest of the program takes place. Ticket sales via filmfestival.nl. More info on this event here.
On Monday September 27,the Netherlands Film Festival, in collaboration with Noorderlicht, is
organizing an online panel from Stadsschouwburg Utrecht about the increasing use of AR filters and other digital technologies and their influence on our identity and self-image. Curators Daniela Tenenbaum& Niv Fux will discuss this with three prominent artists who explore the use of AR filters and digital
technologies to challenge our boundaries of being: Ines Alpha, Andy Picci and Marcela Baltarete.The artists present their work and share their insights in a discussion with the public.
“When you look at yourself in the mirror, does your image exist? Is that you or someone else? Do you exist only as yourself or, quite the opposite, do you have more than one existence?”
These questions posed by Jean-Luc Godard in 1977 seem today more relevant than ever. They render some of the long-debated intricacies that lie in the gap between image and representation, what is real and what is not, and, in particular, the relationship between the self-image and the way our image is perceived by others. Today, these issues are becoming further entangled through the ubiquitous presence of the digital image and the growing use of AR filters on social media.
As our dependency on digital interactions increases and our physical identity becomes almost overshadowed by the virtual one, we recognise great importance in critically looking at the societal,
cultural and political implications arising from our reshaping digital self-image.
The wide use of AR filters, Snapchat Lenses, and 3D modeling, prompt an array of questions on self-representation, visual culture and current and future realities - what kind of new opportunities are introduced by these technologies, and what are the so-called risks? How would the way we perceive ourselves and others be transformed through this? And how would these technologies alter the future image?",2021.9
102,Noorderlicht,2021,"Sarah Carlier
MUDDY PINK DINOSAUR, part 2: exhibition","Until Sunday 13 March (extended), Flemish artist Sarah Carlier (1981) exhibits in Noorderlicht Studio with the exhibition ‘MUDDY PINK DINOSAUR’ . In her photographs and video installations she explores the role of art in everyday life. What makes something art? And what does society gain from it?
In the spring of 2021, Carlier was the first artist in residence in the Noorderlicht Studio. Using it as a base, she turned the city into her studio; collecting objects and stories, making interventions in the public space, approaching Groningers who are creatively active themselves and asking them to lend her their work. Carlier’s criterion was that these works of art were ‘made from an intrinsic need to create, and not from a desire to be an artist’.

This flexible attitude inherent in creativity – breaking free from one’s own conceptions, being able to see everyday things in a new light – is precisely what Carlier’s artistic practice is about. All her ‘studies’, art finds, and new work inspired by this will be brought together in a playful mix in ‘MUDDY PINK DINOSAUR’. Carlier challenges the viewer to look differently at their immediate surroundings, at the world and at art.",2021.11-2022.3
103,Noorderlicht,2022,"Robin Alysha Clemens
Performing Adulthood","What does growing up mean for Generation Z, and how do young people portray themselves? Performing Adulthood is a photography and video project by Robin Alysha Clemens about young people between the ages of 16 and 24. They are in a stage that revolves around forming their own identity and dealing with more responsibilities and independence. Part of the commission cycle Imagining Science, a collaboration with the State University of Groningen, in which different research fields serve as inspiration for an autonomous art project. Robin Alysha Clemens is the fourth photographer that was given such a commission.
Performing Adulthood is about looking and being seen, about hiding and revealing. About presenting yourself, and how this sometimes fails. 

This project provides a glimpse into the world of generation Z. It prompts us to think about the self-image of young people, for whom the presence of cameras has become a matter of course. Performing Adulthood shows the abrasive, inquisitive and sometimes uncomfortable moments that shape our perception of adulthood, representation and identity.

In Performing Adulthood, Robin Alysha Clemens reverses the roles of photographer and model. She invited young people to portray themselves in the studio, and then allowed the model-photographers to select and curate their own photos. The project, however, not only shows the end product of this ‘performance’, but also the process that precedes it. The visitor of the exhibition therefore also becomes an observer of the moments that are not posed, moments when the performance fails and a photograph ends up in the trash can.

In addition to these self-portraits, there are six scenes in which different groups of friends talk to each other about subjects such as online dating, friendship, death, climate change, loneliness, careers, housing shortage and social media. By observing these interactions, an intimate image is created of how these young people present themselves. Not just to a spectator in a gallery or a photographer with a camera, but particularly to each other.

In a world where visual representations are more important than ever, Performing Adulthood poses the question: what do we show and what would we rather keep hidden? How do others see us and how much control do we actually have over it?

This project arose from a collaboration with the University of Groningen and Noorderlicht. In the series ‘Imagining Science’, a photographer is commissioned each year to depict a field of scientific research in relation to a Noorderlicht theme. This edition’s theme was Generation Z. ",2022.3-2022.5
