,Museum Name,Exhibition Year,Exhibition Title,Exhibition Introduction,Duration of exhibition
10,Groninger Museum,2019,In Wall House #2: Gunta Stölzl - 100 Years of Bauhaus Textiles,"The Bauhaus, the legendary German design and architecture school, was founded a century ago. This year Wall House #2 honoured Gunta Stölzl (1897–1983), who won renown as the head of the institution’s textile department, with an intimate exhibition. Gunta Stölzl: 100 Years of Bauhaus Textiles offered a look at Stölzl’s life and legacy through items such as pattern cards, original fabrics, Bauhaus designs and upholstered furniture.",2019.3-2019.9
11,Groninger Museum,2019,Struggle! 100 Years of Women’s Suffrage.,"In 2019 the Netherlands celebrated 100 years of universal voting rights. The Groninger Museum payed homage to this historic occasion with Struggle! 100 Years of Women’s Suffrage. The exhibition illustrated how years of activism ultimately resulted in victory for the women’s suffrage movement in the Netherlands: in 1919, a new law decreed both men and women had the right to vote.

Exhibition
The Groninger Museum presented a detailed overview of the turbulent history of the struggle for women’s suffrage in the Netherlands, in which doctor Aletta Jacobs, from Groningen, played a prominent role. The exhibition showed the broad support the movement enjoyed throughout this country: after the Women’s Suffrage Association was founded in 1894, active chapters sprang up in even the smallest villages. The movement was not just a local phenomenon but a worldwide one, and Dutch activists were important partners in the international struggle. The show surveys the numerous developments around women’s suffrage over the years and demonstrates how the fight for gender equality continues today.

Through banners, photographs, cartoons, paintings and historical documents, Struggle! 100 Years of Women’s Suffrage illustrated how the activists fought for their cause. One highlight of the exhibition was a 1911 banner of the International Woman Suffrage Alliance made by the famous Stockholm textile association Handarbetets Vänner. Another was the article amending the law, on loan from the National Archives of the Netherlands.

Events
Around the country, a comprehensive programme of events highlighting history, art, theatre, scholarship and activism celebrated 100 years of women’s suffrage in the Netherlands. Groningen servedas the centre of the festivities. On 9 May 2019, the 100th anniversary of the House of Representatives’ passing of the amendment, a lavish celebration featuring talks, film, theatre and music took place at the Groninger Museum.

Curators
The exhibition was curated by Mineke Bosch, professor of modern history at the University of Groningen, and Egge Knol, history curator at the Groninger Museum. A richly illustrated book written by Bosch to accompany the exhibition was published on 9 May 2019.",2019.4-2019.9
12,Groninger Museum,2019,From Swip Stolk to Rudo Menge,"To mark the silver anniversary of the “new” Groninger Museum, the museum showcased some of the most remarkable posters made for it between 1994 and 2019. The show illustrated 25 years of exhibitions and museum history. The story starred two main actors, the designers Swip Stolk (1944-2019) and Rudo Menge (b. 1975, Woerden); each has played a crucial part in developing the Groninger Museum’s visual identity over the past quarter century.",2019.5-2019.9
13,Groninger Museum,2019,Dolf Verlinden,"Where exactly does a work of art end? How does it relate to the space around it? And how can you connect mathematical forms and principles to intuition and feeling? The artist Dolf Verlinden (b. 1960, Schiedam) attempts to answer these questions. His quest is expressed in abstract paintings, assemblages, printwork and other art forms. This exhibition showcased a selection of recent work.",2019.4-2019.9
14,Groninger Museum,2019,CHIHULY,"An exhibition of sensational glass creations by world-renowned American artist Dale Chihuly, was on display in the Groninger Museum. Comprising 16 installations, the exhibition providds a comprehensive overview of the artist’s body of work. It was specially curated for the museum, in partnership with the Seattle-based Chihuly Studio, and was the artist’s largest European museum show in the last 20 years. Showing work created throughout Chihuly’s five-decade career in both indoor and outdoor settings. Highlights of the multi-media exhibition included the artist’s most recent works, Rotolo and Glass on Glass, along with his innovative Baskets, dramatic installations of Neon, Fiori and Icicles, and demonstrations of creative communication-style.

About Dale Chihuly
Dale Chihuly (b. 1941, Tacoma, Washington) is known for revolutionizing the studio glass movement and elevating perceptions of glass. Over his 50-year career, he has become known for his iconic sculptures in glass, a medium that appeals to him because it is one of the few materials that transmits light. Durable yet fragile and breakable, glass continues to challenge Chihuly as he keeps pushing the material’s boundaries with regard to shape and scale. Glass, however, is just one of the mediums he employs to realise his vision: he also draws and paints and has created large-scale installations with materials including neon, ice, and Polyvitro – a plastic material with similar visual properties to glass.

Outdoor displays
Works were not only on view inside, but outside the Groninger Museum building as well. Two works were displayed outdoors: Red Reeds (2010), containing stalks stretching up to three meters high that are composed of red glass blown in Finland, and Neon 206 (2017), glass tubes in angular forms that were filled with neon and argon gasses and charged with electricity.

Series
The exhibition also contained works from series such as Venetians (1988-2006), a fusion of American exuberance and Italian bravura in glass; Cylinders (2006-2016), glass works adorned with intricate glass-thread drawings inspired and accompanied by Chihuly’s collection of Native American textiles; and Rotolo (2015-2018), one of Chihuly’s most technically challenging series consisting of sculptures of which the heaviest in the exhibition contains 43 kilos of glass.

Special design for Groninger Museum
Furthermore, CHIHULY presented a new installation specially designed for the exhibition in the Groninger Museum: Grand Stairwell Installation (2018). It included the largest Persians – a series of irregularly shaped and boldly coloured forms – ever made: 1.4 meters in diameter.

Fax Wall
CHIHULY not only gave an overview of the artist’s impressive oeuvre, but offered insight into his creative process and communication style too. The exhibition for example included Fax Wall: an installation consisting of letters written by the artist that were originally shared with his team via facsimile machines. Rarely seen in public, the faxes contained personal messages, artwork sketches, plans for exhibitions, installations, and more.

Royal touch
The exhibition at the Groninger Museum also had a royal touch. In 1997, then US president Bill Clinton and his wife Hillary visited The Hague to celebrate the 50th jubilee of the Marshall Plan. On this occasion, Bill Clinton presented then Queen of the Netherlands Beatrix with a special gift: Bottle Green Seaform with Marigold Lip Wrap (1997), made by Dale Chihuly. This green, wavy, shell-shaped sculpture is part of the Royal Collections of the Netherlands in The Hague and was the only non-American loan in the exhibition. Other works from the Seaform series – sculptures that evoke sea life – were displayed as well.

Previous exhibitions
Chihuly is known for his ambitious architectural installations around the world, in historic cities, museums, and gardens. His work is included in more than 200 museum collections worldwide, at institutions including Metropolitan Museum of Art in New York, Smithsonian American Art Museum in Washington, D.C., and Corning Museum of Glass in Corning, New York. Major exhibitions include Chihuly Over Venice (1995–1996), Chihuly in the Light of Jerusalem (1999), and shows at de Young Museum in San Francisco (2008); Museum of Fine Arts, Boston (2011); Virginia Museum of Fine Arts (2012); Montreal Museum of Fine Arts (2013); Royal Ontario Museum in Toronto (2016); and Crystal Bridges Museum of American Art in Bentonville, Arkansas (2017). In addition, Chihuly Garden and Glass, a long-term exhibition located at the Seattle Center, opened in 2012.",2018.12-2019.5
15,Groninger Museum,2019,DVOTION,"The Dutch music photographer Claude Vanheye is renowned for his iconic images of David Bowie, Michael Jackson, Jimi Hendrix and countless other stars. In recent years, he has snapped famous DJs including Armin van Buuren, Hardwell, Martin Garrix, Fedde Le Grand and Nicky Romero. The tranquil shots in this arresting series call to mind Renaissance portraits. They were on show here, till March 24, 2019, for the first time as part of the Eurosonic Noorderslag festival.",2019.1-2019.3
16,Groninger Museum,2019,Grrr! A beastly exhibition,"Large animals and small ones, imaginary beasts and creepy-crawlies, a headless chicken and a blue dog – all of them were on display this exhibition of works from the museum’s collection. The animals had been sheltering in the depot and were let loose specially for this exhibition. There were touching dog portraits by the Groningen painter Otto Eerelman, cows from the Hague School, and Japanese prints showing horses on the battlefield. Some of the animals carry symbolic meaning; others appear to have been portrayed simply for their beauty.",2018.11-2019.3
17,Groninger Museum,2019,The World at Home: Asian porcelain and Delft pottery,"The World at Home
In the 17th and 18th centuries, Dutch interiors were enriched by Asian influences. The Dutch East India Company and individuals imported large quantities of Chinese and Japanese porcelain and lacquerwork from “the Orient”.

Porcelain, in particular, found its way into every stratum of society: even the poorest household was likely to own a plate or a teacup and saucer from China. Before long, Asian porcelain had become part of Dutch everyday life and material culture. Its popularity soon gave rise to imitations.

This exhibition showed how Asian and Dutch producers responded to public interest and buyers’ tastes, and how they competed with each other.",2017.6-2019.3
18,Groninger Museum,2019,Portrait of Abel Tasman in Groningen,"Portrait of Abel Tasman in Groningen
The only known portrait of the explorer Abel Tasman was on display in the Groninger Museum till Sunday 6 January 2019.
It was 375 years ago that Tasman, from the nearby village of Lutjegast, discovered the island that bears his name: Tasmania.

Jacob Gerritsz. Cuyp painted the work in 1637, when Tasman was a Dutch East India Company captain who had not yet become famous. The portrait’s comes home to Groningen province thanks to the support of the National Gallery of Australia in Canberra,, the National Library of Australia in Canberra, the municipality of Grootegast, and Singapore Airlines.",2018.6-2019.1
19,Groninger Museum,2019,From Courbet to Israels: a visit from Museum Gouda,"The Arntzenius collection
The Arntzenius Collection at Museum Gouda boasts works by Dutch and French painters such as Willem Bastiaan Tholen, Odilon Redon and Isaac Israëls. They include sweeping cloudscapes, colorful floral still lifes, and street scenes and portraits that bring a bygone world to life. Amassed by the painter Paul Arntzenius (1883–1965), the collection was on temporary display at the Groninger Museum till 6 January 2019. The atmospheric Sunset by Charles-Franҫois Daubigny (1817–1878) is a highlight.

The Groninger Museum’s Veendorp Collection was on view at Museum Gouda over the same period.",2018.6-2019.1
20,Groninger Museum,2019,Movements - De Ploeg after 1928,"Movements - De Ploeg after 1928
Featuring work by artists including Jan Altink, Ekke Kleima and Jannes de Vries, this show complemented the survey exhibition and looked at how De Ploeg’s members took part in modern art movements following the group’s peak. After the painter Jan Wiegers befriended the German artist Ernst Ludwig Kirchner in 1920, the group entered a period of rapid artistic development. Kirchner heavily influenced the emergence of the colourful Groningen expressionist style. Though De Ploeg’s avant-garde intensity ebbed after 1928, they had indeed ploughed fertile new ground.

Movements - De Ploeg after 1928 was previously on show in the Ploeg Pavilion, complementary to the exhibitionAvant-garde in Groningen.",2018.5-2019.1
21,Groninger Museum,2020,What will the neighbours say?,"The Groninger Museum harbours an extensive, unique collection of contemporary photography. The exhibition What will the neighbours say? showcases a wide selection of work by leading photographers from the Netherlands and elsewhere from the last 50 years.
The work on view ranges from Diane Arbus’s and Larry Clark’s 1970s documentary photography, through Anton Corbijn’s and Catherine Opie’s portraits and Inez van Lamsweerde’s fashion work of the 1980s and 1990s, to Ruud van Empel’s and David LaChapelle’s staged scenes from the past decade.

The photographs address themes such as diversity, artificiality and identity and pose an overarching question: why do we increasingly look at ourselves through the imaginary lens of another?",2020.2-2020.10
22,Groninger Museum,2020,Printer in times of war - H.N. Werkman and de Blauwe Schuit,"Patriotism, perserverance, and hope for a better future; these are common themes in the prints of H.N Werkman for de Blauwe Schuit, founded at the end of 1940. Through prayers and Psalms as well as texts from the Jewish and Yiddish and modern poetry, the company reacts to the occupation.

De Blauwe Schuit was founded by Hendrik Nicolaas Werkman (1882-1945), pastor August Henkels, chemist Ate Zuithoff, and high school teacher Adri Buning. Hendrik Werkman was responsible for the typography and the colourful, occasionally exuberant illustrations in all the publications. For him and the other “Schippers van de Blauwe Schuit” (sailors of the blue barge), the publications are an outlet of personal resistance during the dark days of war.",2020.2-2020.10
23,Groninger Museum,2020,Willem Kolvoort - Posters for Vera,"This exhibition showcases the playful, imaginative, humorous screen prints of Willem Kolvoort, the well-known maker of posters for the Groningen live music club Vera. In more than three decades of working with Vera, Kolvoort has created more than 500 different posters. His designs are often cheeky, but also endearing, thanks to Kolvoort’s use of animal figures. The show will open shortly before the next edition of the music festival Eurosonic Noorderslag.

While many European pop venues use screen-printed posters to publicise events, Vera’s have been in a class of their own for years. Kolvoort’s are arguably the most characterful among them.

The exhibition comprises 36 screen prints selected by the artist. It will open on 10 January and run through 7 June 2020.

Book
A book will be published to coincide with the exhibition’s opening. Willem Kolvoort – 30 jaar Vera Posters (“Willem Kolvoort: 30 Years of Vera Posters”) provides a full overview of all Kolvoort’s posters for the venue. It also contains essays by the music journalist Peter van der Heide and the writer Bill Mensema.",2020.1-2020.9
24,Groninger Museum,2020,En tóch staat de Martini – 75 Years of Liberation in Groningen,"In April 1945, after five years of war, in which many of Groningen’s Jewish residents were deported and murdered, resistance fighters were imprisoned, tortured and executed, bombs devastated Groningen, and acute shortages took hold, the German forces tenaciously defended the occupied city. Despite the superior strength of the Canadian infantry, it took three days of heavy fighting to break the opposition. Artillery bombardments and raging fires partly destroyed the Grote Markt and ruined streets and houses. But Groningen was free.

The exhibition looks at the war but keeps the focus on liberation.

The film accompanies the exhibition ‘En tóch staat de Martini - 75 years of liberation of Groningen’. It tells the story of the war and liberation of Groningen, with quotes from war-journals and letters and it shows historical footage from the war.",2020.3-2020.9
25,Groninger Museum,2020,In Wall House #2: The Art of Waste,"The Art of Waste
Ten years ago, the “waste artist” Maria Koijck literally launched one of her best-known projects on the Hoornsemeer lake near Wall House #2: a three-metre-tall swan made from 15,000 plastic bottles. With the works in this exhibition, she aims to expand awareness of how we deal with waste. The creations, also made from plastic bottles, will be on view on the second storey of Wall House #2.

One floor below, fascinating finds from the nearby Friesche Veen wetland await. The educator and filmmaker Nick Landman discovered areas on the outskirts of Groningen that had served as dumping grounds in the distant past. He and the local historian Beno Hofman went in search of untold stories.

Work by the photographer Caroline Penris and the artist Joukje Pees will be on display in the building’s long hall.",2020.6-2020.11
26,Groninger Museum,2021,Graffiti in New York,"Under former director Frans Haks, the Groninger Museum was one of the first museums in the world to recognise graffiti and street art as legitimate art forms and to begin collecting them. Alongside JR: Chronicles, two of the permanent collection galleries will be showcasing work by leading artists from the New York scene, including NOC 167, Dondi, Blade, Quik and Phase 2.",2021.11-2022.10
